Fly_ID_9939	0.390	0.195	0.213	0.174	0.151	0.087
Fly_ID_9938	0.374	0.285	0.240	0.203	0.151	0.088
Fly_ID_9937	0.272	0.201	0.164	0.191	0.196	0.125
Fly_ID_9936	0.378	0.285	0.192	0.138	0.120	0.082
Fly_ID_9935	0.237	0.158	0.216	0.215	0.186	0.138
Fly_ID_9934	0.209	0.259	0.165	0.175	0.148	0.122
Fly_ID_9933	0.210	0.179	0.218	0.224	0.141	0.146
Fly_ID_9932	0.243	0.270	0.185	0.111	0.194	0.145
Fly_ID_9931	0.383	0.180	0.218	0.126	0.138	0.133
Fly_ID_9930	0.279	0.285	0.240	0.231	0.185	0.080
Fly_ID_993	0.398	0.159	0.213	0.232	0.179	0.123
Fly_ID_9929	0.234	0.231	0.221	0.110	0.097	0.149
Fly_ID_9928	0.238	0.214	0.173	0.116	0.108	0.122
Fly_ID_9927	0.311	0.151	0.204	0.147	0.106	0.129
Fly_ID_9926	0.310	0.252	0.163	0.108	0.139	0.094
Fly_ID_9925	0.384	0.159	0.229	0.198	0.103	0.097
Fly_ID_9924	0.208	0.268	0.223	0.232	0.195	0.090
Fly_ID_9923	0.302	0.226	0.234	0.177	0.118	0.093
Fly_ID_9922	0.204	0.244	0.158	0.244	0.177	0.115
Fly_ID_9921	0.276	0.206	0.187	0.105	0.126	0.116
Fly_ID_9920	0.259	0.269	0.239	0.121	0.136	0.116
Fly_ID_992	0.271	0.193	0.246	0.152	0.095	0.131
Fly_ID_9919	0.279	0.178	0.228	0.226	0.172	0.083
Fly_ID_9918	0.238	0.256	0.212	0.173	0.190	0.102
Fly_ID_9917	0.368	0.292	0.194	0.153	0.096	0.081
Fly_ID_9916	0.245	0.200	0.195	0.227	0.096	0.090
Fly_ID_9915	0.273	0.282	0.249	0.193	0.137	0.139
Fly_ID_9914	0.367	0.256	0.221	0.185	0.134	0.140
Fly_ID_9913	0.371	0.251	0.222	0.141	0.096	0.089
Fly_ID_9912	0.245	0.244	0.174	0.210	0.112	0.123
Fly_ID_9911	0.208	0.160	0.246	0.107	0.180	0.081
Fly_ID_9910	0.307	0.268	0.181	0.126	0.093	0.101
Fly_ID_991	0.285	0.265	0.173	0.242	0.110	0.096
Fly_ID_9909	0.328	0.186	0.229	0.179	0.189	0.121
Fly_ID_9908	0.377	0.188	0.189	0.152	0.115	0.122
Fly_ID_9907	0.390	0.210	0.226	0.177	0.098	0.101
Fly_ID_9906	0.248	0.186	0.222	0.195	0.108	0.093
Fly_ID_9905	0.204	0.194	0.245	0.141	0.183	0.092
Fly_ID_9904	0.349	0.173	0.217	0.118	0.121	0.145
Fly_ID_9903	0.360	0.197	0.162	0.116	0.132	0.147
Fly_ID_9902	0.236	0.276	0.225	0.160	0.105	0.122
Fly_ID_9901	0.269	0.292	0.242	0.231	0.132	0.133
Fly_ID_9900	0.398	0.279	0.166	0.141	0.105	0.102
Fly_ID_990	0.234	0.279	0.167	0.199	0.148	0.082
Fly_ID_99	0.301	0.233	0.222	0.217	0.101	0.122
Fly_ID_9899	0.394	0.294	0.229	0.219	0.172	0.134
Fly_ID_9898	0.208	0.229	0.240	0.124	0.156	0.117
Fly_ID_9897	0.357	0.299	0.250	0.235	0.142	0.150
Fly_ID_9896	0.333	0.215	0.188	0.123	0.149	0.141
Fly_ID_9895	0.313	0.267	0.156	0.133	0.175	0.139
Fly_ID_9894	0.347	0.152	0.182	0.239	0.182	0.094
Fly_ID_9893	0.321	0.289	0.168	0.178	0.167	0.103
Fly_ID_9892	0.254	0.252	0.249	0.158	0.105	0.120
Fly_ID_9891	0.307	0.192	0.171	0.115	0.134	0.088
Fly_ID_9890	0.296	0.155	0.207	0.156	0.151	0.118
Fly_ID_989	0.310	0.247	0.204	0.157	0.146	0.113
Fly_ID_9889	0.242	0.262	0.241	0.196	0.195	0.146
Fly_ID_9888	0.295	0.271	0.150	0.157	0.116	0.099
Fly_ID_9887	0.262	0.281	0.165	0.128	0.161	0.105
Fly_ID_9886	0.376	0.227	0.184	0.211	0.194	0.147
Fly_ID_9885	0.288	0.182	0.247	0.133	0.137	0.108
Fly_ID_9884	0.257	0.185	0.243	0.192	0.150	0.137
Fly_ID_9883	0.289	0.158	0.206	0.122	0.164	0.085
Fly_ID_9882	0.299	0.240	0.151	0.107	0.085	0.092
Fly_ID_9881	0.283	0.233	0.208	0.101	0.160	0.145
Fly_ID_9880	0.374	0.240	0.247	0.248	0.094	0.087
Fly_ID_988	0.380	0.247	0.167	0.133	0.123	0.143
Fly_ID_9879	0.242	0.288	0.170	0.217	0.136	0.117
Fly_ID_9878	0.345	0.243	0.173	0.198	0.094	0.084
Fly_ID_9877	0.261	0.240	0.229	0.160	0.107	0.122
Fly_ID_9876	0.298	0.188	0.186	0.174	0.160	0.142
Fly_ID_9875	0.252	0.190	0.190	0.144	0.152	0.102
Fly_ID_9874	0.372	0.160	0.157	0.222	0.103	0.096
Fly_ID_9873	0.211	0.236	0.155	0.117	0.130	0.111
Fly_ID_9872	0.388	0.153	0.250	0.209	0.147	0.141
Fly_ID_9871	0.212	0.236	0.244	0.110	0.120	0.101
Fly_ID_9870	0.288	0.249	0.153	0.196	0.140	0.143
Fly_ID_987	0.332	0.251	0.194	0.245	0.132	0.132
Fly_ID_9869	0.215	0.227	0.199	0.221	0.112	0.088
Fly_ID_9868	0.251	0.284	0.151	0.207	0.088	0.147
Fly_ID_9867	0.241	0.182	0.228	0.163	0.113	0.088
Fly_ID_9866	0.246	0.258	0.186	0.204	0.192	0.138
Fly_ID_9865	0.286	0.297	0.225	0.143	0.097	0.145
Fly_ID_9864	0.263	0.184	0.239	0.173	0.122	0.128
Fly_ID_9863	0.326	0.290	0.231	0.193	0.133	0.084
Fly_ID_9862	0.308	0.195	0.177	0.193	0.121	0.102
Fly_ID_9861	0.368	0.184	0.213	0.130	0.174	0.083
Fly_ID_9860	0.287	0.227	0.229	0.234	0.167	0.084
Fly_ID_986	0.304	0.257	0.174	0.110	0.171	0.116
Fly_ID_9859	0.312	0.199	0.188	0.173	0.114	0.099
Fly_ID_9858	0.354	0.172	0.238	0.130	0.180	0.112
Fly_ID_9857	0.398	0.181	0.186	0.247	0.165	0.109
Fly_ID_9856	0.229	0.157	0.157	0.116	0.133	0.105
Fly_ID_9855	0.248	0.195	0.174	0.238	0.126	0.088
Fly_ID_9854	0.228	0.161	0.214	0.202	0.192	0.109
Fly_ID_9853	0.276	0.180	0.212	0.236	0.142	0.144
Fly_ID_9852	0.260	0.195	0.201	0.158	0.163	0.085
Fly_ID_9851	0.277	0.155	0.170	0.134	0.125	0.128
Fly_ID_9850	0.320	0.239	0.199	0.106	0.101	0.142
Fly_ID_985	0.332	0.219	0.172	0.160	0.186	0.133
Fly_ID_9849	0.286	0.238	0.213	0.201	0.162	0.086
Fly_ID_9848	0.352	0.157	0.198	0.159	0.129	0.080
Fly_ID_9847	0.255	0.189	0.220	0.199	0.107	0.145
Fly_ID_9846	0.251	0.200	0.228	0.147	0.120	0.098
Fly_ID_9845	0.389	0.239	0.176	0.172	0.190	0.123
Fly_ID_9844	0.259	0.210	0.233	0.184	0.099	0.121
Fly_ID_9843	0.272	0.175	0.175	0.176	0.117	0.143
Fly_ID_9842	0.329	0.173	0.217	0.227	0.197	0.149
Fly_ID_9841	0.296	0.290	0.194	0.199	0.141	0.129
Fly_ID_9840	0.370	0.272	0.161	0.162	0.152	0.123
Fly_ID_984	0.212	0.274	0.186	0.164	0.101	0.111
Fly_ID_9839	0.295	0.271	0.209	0.118	0.122	0.127
Fly_ID_9838	0.222	0.287	0.198	0.165	0.185	0.105
Fly_ID_9837	0.247	0.280	0.190	0.193	0.101	0.106
Fly_ID_9836	0.252	0.237	0.184	0.159	0.126	0.106
Fly_ID_9835	0.363	0.195	0.213	0.248	0.103	0.123
Fly_ID_9834	0.342	0.275	0.194	0.140	0.168	0.110
Fly_ID_9833	0.322	0.163	0.211	0.109	0.159	0.126
Fly_ID_9832	0.235	0.183	0.160	0.248	0.176	0.083
Fly_ID_9831	0.285	0.295	0.191	0.188	0.112	0.140
Fly_ID_9830	0.209	0.261	0.248	0.161	0.145	0.110
Fly_ID_983	0.362	0.183	0.205	0.204	0.160	0.089
Fly_ID_9829	0.236	0.254	0.249	0.148	0.180	0.094
Fly_ID_9828	0.275	0.210	0.194	0.143	0.159	0.107
Fly_ID_9827	0.289	0.219	0.233	0.126	0.180	0.110
Fly_ID_9826	0.307	0.292	0.190	0.106	0.159	0.118
Fly_ID_9825	0.373	0.220	0.165	0.129	0.149	0.089
Fly_ID_9824	0.203	0.220	0.178	0.146	0.168	0.149
Fly_ID_9823	0.216	0.223	0.164	0.231	0.176	0.125
Fly_ID_9822	0.292	0.182	0.193	0.157	0.191	0.122
Fly_ID_9821	0.205	0.247	0.170	0.111	0.096	0.111
Fly_ID_9820	0.369	0.256	0.232	0.149	0.185	0.089
Fly_ID_982	0.359	0.257	0.223	0.204	0.086	0.094
Fly_ID_9819	0.244	0.233	0.193	0.232	0.084	0.120
Fly_ID_9818	0.286	0.281	0.224	0.148	0.139	0.106
Fly_ID_9817	0.290	0.280	0.213	0.200	0.170	0.132
Fly_ID_9816	0.202	0.218	0.176	0.146	0.104	0.091
Fly_ID_9815	0.285	0.174	0.151	0.237	0.081	0.122
Fly_ID_9814	0.346	0.253	0.242	0.187	0.185	0.134
Fly_ID_9813	0.304	0.209	0.240	0.215	0.167	0.121
Fly_ID_9812	0.323	0.192	0.165	0.103	0.093	0.114
Fly_ID_9811	0.333	0.218	0.216	0.244	0.150	0.112
Fly_ID_9810	0.229	0.277	0.152	0.156	0.146	0.107
Fly_ID_981	0.226	0.240	0.234	0.242	0.125	0.114
Fly_ID_9809	0.351	0.256	0.233	0.156	0.094	0.094
Fly_ID_9808	0.361	0.240	0.195	0.229	0.156	0.141
Fly_ID_9807	0.254	0.239	0.204	0.174	0.164	0.139
Fly_ID_9806	0.238	0.181	0.220	0.209	0.103	0.099
Fly_ID_9805	0.386	0.176	0.195	0.192	0.159	0.094
Fly_ID_9804	0.251	0.204	0.243	0.155	0.159	0.118
Fly_ID_9803	0.258	0.244	0.171	0.116	0.151	0.095
Fly_ID_9802	0.219	0.206	0.212	0.178	0.199	0.133
Fly_ID_9801	0.211	0.263	0.223	0.101	0.162	0.097
Fly_ID_9800	0.377	0.221	0.176	0.189	0.111	0.092
Fly_ID_980	0.234	0.264	0.207	0.158	0.166	0.117
Fly_ID_98	0.209	0.222	0.182	0.116	0.197	0.128
Fly_ID_9799	0.286	0.273	0.153	0.139	0.132	0.090
Fly_ID_9798	0.336	0.200	0.231	0.107	0.114	0.115
Fly_ID_9797	0.330	0.176	0.240	0.224	0.166	0.092
Fly_ID_9796	0.218	0.295	0.239	0.119	0.158	0.144
Fly_ID_9795	0.299	0.292	0.248	0.135	0.106	0.126
Fly_ID_9794	0.327	0.195	0.170	0.180	0.169	0.091
Fly_ID_9793	0.346	0.206	0.177	0.135	0.095	0.115
Fly_ID_9792	0.283	0.258	0.214	0.132	0.133	0.120
Fly_ID_9791	0.362	0.180	0.176	0.188	0.165	0.080
Fly_ID_9790	0.292	0.287	0.225	0.147	0.199	0.147
Fly_ID_979	0.398	0.176	0.219	0.149	0.175	0.141
Fly_ID_9789	0.298	0.161	0.198	0.172	0.112	0.120
Fly_ID_9788	0.233	0.170	0.160	0.170	0.196	0.108
Fly_ID_9787	0.270	0.210	0.180	0.101	0.098	0.117
Fly_ID_9786	0.356	0.194	0.247	0.219	0.196	0.129
Fly_ID_9785	0.304	0.254	0.232	0.169	0.090	0.081
Fly_ID_9784	0.255	0.209	0.202	0.114	0.105	0.099
Fly_ID_9783	0.201	0.293	0.205	0.103	0.109	0.131
Fly_ID_9782	0.258	0.252	0.189	0.168	0.133	0.123
Fly_ID_9781	0.272	0.259	0.204	0.160	0.188	0.090
Fly_ID_9780	0.288	0.195	0.168	0.144	0.152	0.105
Fly_ID_978	0.205	0.297	0.177	0.156	0.147	0.111
Fly_ID_9779	0.252	0.286	0.202	0.215	0.185	0.081
Fly_ID_9778	0.399	0.203	0.209	0.230	0.118	0.106
Fly_ID_9777	0.270	0.268	0.176	0.156	0.090	0.125
Fly_ID_9776	0.370	0.257	0.175	0.135	0.149	0.133
Fly_ID_9775	0.268	0.260	0.184	0.124	0.140	0.098
Fly_ID_9774	0.267	0.235	0.217	0.242	0.130	0.116
Fly_ID_9773	0.340	0.229	0.171	0.169	0.104	0.093
Fly_ID_9772	0.397	0.170	0.188	0.141	0.106	0.146
Fly_ID_9771	0.370	0.204	0.219	0.249	0.126	0.133
Fly_ID_9770	0.259	0.161	0.193	0.177	0.100	0.111
Fly_ID_977	0.375	0.290	0.216	0.132	0.150	0.098
Fly_ID_9769	0.264	0.246	0.196	0.171	0.095	0.124
Fly_ID_9768	0.371	0.151	0.173	0.221	0.101	0.142
Fly_ID_9767	0.336	0.198	0.203	0.243	0.090	0.146
Fly_ID_9766	0.286	0.250	0.180	0.124	0.091	0.104
Fly_ID_9765	0.214	0.162	0.183	0.201	0.087	0.086
Fly_ID_9764	0.294	0.184	0.169	0.240	0.086	0.110
Fly_ID_9763	0.227	0.222	0.168	0.131	0.105	0.135
Fly_ID_9762	0.344	0.174	0.232	0.190	0.085	0.141
Fly_ID_9761	0.300	0.151	0.185	0.129	0.138	0.116
Fly_ID_9760	0.273	0.161	0.150	0.160	0.153	0.114
Fly_ID_976	0.392	0.158	0.192	0.132	0.181	0.146
Fly_ID_9759	0.227	0.186	0.165	0.142	0.084	0.141
Fly_ID_9758	0.250	0.231	0.165	0.216	0.124	0.126
Fly_ID_9757	0.397	0.251	0.241	0.200	0.132	0.110
Fly_ID_9756	0.267	0.156	0.181	0.110	0.109	0.100
Fly_ID_9755	0.309	0.281	0.190	0.188	0.171	0.127
Fly_ID_9754	0.285	0.175	0.229	0.173	0.121	0.084
Fly_ID_9753	0.395	0.175	0.154	0.152	0.104	0.107
Fly_ID_9752	0.226	0.295	0.212	0.212	0.177	0.142
Fly_ID_9751	0.384	0.231	0.250	0.137	0.199	0.147
Fly_ID_9750	0.326	0.268	0.197	0.150	0.120	0.093
Fly_ID_975	0.395	0.258	0.225	0.223	0.167	0.124
Fly_ID_9749	0.225	0.189	0.217	0.147	0.189	0.084
Fly_ID_9748	0.375	0.245	0.163	0.105	0.197	0.092
Fly_ID_9747	0.343	0.170	0.232	0.222	0.167	0.109
Fly_ID_9746	0.316	0.220	0.191	0.244	0.081	0.103
Fly_ID_9745	0.342	0.171	0.164	0.118	0.136	0.139
Fly_ID_9744	0.304	0.285	0.221	0.218	0.106	0.111
Fly_ID_9743	0.359	0.197	0.154	0.162	0.125	0.106
Fly_ID_9742	0.251	0.220	0.160	0.158	0.142	0.127
Fly_ID_9741	0.260	0.158	0.248	0.164	0.109	0.132
Fly_ID_9740	0.306	0.271	0.164	0.102	0.157	0.111
Fly_ID_974	0.313	0.171	0.230	0.118	0.158	0.144
Fly_ID_9739	0.261	0.216	0.195	0.241	0.159	0.090
Fly_ID_9738	0.288	0.284	0.197	0.125	0.145	0.144
Fly_ID_9737	0.372	0.201	0.162	0.183	0.178	0.091
Fly_ID_9736	0.314	0.284	0.192	0.193	0.143	0.097
Fly_ID_9735	0.265	0.225	0.171	0.175	0.140	0.084
Fly_ID_9734	0.373	0.288	0.244	0.174	0.124	0.106
Fly_ID_9733	0.239	0.266	0.221	0.140	0.084	0.118
Fly_ID_9732	0.398	0.275	0.220	0.135	0.145	0.109
Fly_ID_9731	0.388	0.248	0.158	0.108	0.102	0.104
Fly_ID_9730	0.306	0.192	0.231	0.173	0.136	0.147
Fly_ID_973	0.258	0.178	0.199	0.160	0.174	0.147
Fly_ID_9729	0.201	0.181	0.174	0.240	0.147	0.094
Fly_ID_9728	0.349	0.180	0.236	0.156	0.198	0.134
Fly_ID_9727	0.216	0.163	0.223	0.176	0.118	0.135
Fly_ID_9726	0.261	0.193	0.173	0.220	0.119	0.130
Fly_ID_9725	0.293	0.206	0.173	0.198	0.171	0.149
Fly_ID_9724	0.223	0.209	0.215	0.211	0.175	0.093
Fly_ID_9723	0.391	0.217	0.245	0.107	0.184	0.098
Fly_ID_9722	0.236	0.153	0.175	0.248	0.100	0.122
Fly_ID_9721	0.265	0.208	0.244	0.157	0.121	0.118
Fly_ID_9720	0.399	0.283	0.234	0.233	0.149	0.097
Fly_ID_972	0.272	0.178	0.241	0.203	0.125	0.081
Fly_ID_9719	0.249	0.268	0.221	0.199	0.163	0.109
Fly_ID_9718	0.313	0.294	0.160	0.245	0.118	0.089
Fly_ID_9717	0.365	0.171	0.164	0.194	0.197	0.104
Fly_ID_9716	0.355	0.285	0.157	0.167	0.137	0.081
Fly_ID_9715	0.327	0.244	0.226	0.239	0.129	0.129
Fly_ID_9714	0.396	0.250	0.182	0.173	0.138	0.082
Fly_ID_9713	0.268	0.187	0.156	0.157	0.195	0.105
Fly_ID_9712	0.396	0.164	0.161	0.227	0.151	0.134
Fly_ID_9711	0.207	0.252	0.163	0.214	0.104	0.129
Fly_ID_9710	0.258	0.254	0.177	0.195	0.126	0.142
Fly_ID_971	0.342	0.152	0.189	0.120	0.168	0.113
Fly_ID_9709	0.330	0.295	0.198	0.140	0.191	0.133
Fly_ID_9708	0.202	0.231	0.222	0.230	0.164	0.130
Fly_ID_9707	0.294	0.260	0.213	0.127	0.113	0.093
Fly_ID_9706	0.273	0.180	0.177	0.153	0.195	0.129
Fly_ID_9705	0.330	0.294	0.200	0.237	0.197	0.091
Fly_ID_9704	0.395	0.211	0.249	0.234	0.132	0.130
Fly_ID_9703	0.268	0.190	0.181	0.117	0.176	0.119
Fly_ID_9702	0.346	0.286	0.235	0.217	0.104	0.114
Fly_ID_9701	0.399	0.262	0.203	0.198	0.099	0.085
Fly_ID_9700	0.315	0.252	0.206	0.180	0.129	0.106
Fly_ID_970	0.369	0.175	0.221	0.160	0.192	0.108
Fly_ID_97	0.390	0.287	0.170	0.244	0.096	0.088
Fly_ID_9699	0.203	0.181	0.184	0.140	0.112	0.103
Fly_ID_9698	0.236	0.247	0.176	0.227	0.105	0.099
Fly_ID_9697	0.255	0.245	0.166	0.209	0.160	0.123
Fly_ID_9696	0.264	0.297	0.225	0.147	0.174	0.089
Fly_ID_9695	0.320	0.196	0.225	0.177	0.110	0.123
Fly_ID_9694	0.340	0.203	0.228	0.117	0.097	0.091
Fly_ID_9693	0.328	0.156	0.232	0.197	0.081	0.106
Fly_ID_9692	0.201	0.262	0.171	0.199	0.116	0.093
Fly_ID_9691	0.374	0.156	0.220	0.159	0.135	0.094
Fly_ID_9690	0.378	0.259	0.201	0.193	0.100	0.128
Fly_ID_969	0.201	0.197	0.152	0.180	0.196	0.126
Fly_ID_9689	0.390	0.257	0.178	0.106	0.167	0.129
Fly_ID_9688	0.328	0.271	0.235	0.133	0.101	0.134
Fly_ID_9687	0.251	0.166	0.159	0.209	0.136	0.084
Fly_ID_9686	0.309	0.207	0.209	0.206	0.199	0.122
Fly_ID_9685	0.218	0.295	0.227	0.215	0.152	0.117
Fly_ID_9684	0.370	0.152	0.222	0.144	0.196	0.097
Fly_ID_9683	0.272	0.267	0.167	0.197	0.173	0.132
Fly_ID_9682	0.238	0.182	0.181	0.237	0.082	0.109
Fly_ID_9681	0.243	0.192	0.188	0.179	0.159	0.099
Fly_ID_9680	0.386	0.270	0.244	0.196	0.185	0.100
Fly_ID_968	0.336	0.260	0.202	0.242	0.137	0.098
Fly_ID_9679	0.288	0.241	0.158	0.230	0.180	0.114
Fly_ID_9678	0.250	0.166	0.157	0.249	0.132	0.081
Fly_ID_9677	0.368	0.236	0.224	0.173	0.116	0.119
Fly_ID_9676	0.271	0.299	0.195	0.122	0.088	0.136
Fly_ID_9675	0.208	0.243	0.152	0.238	0.092	0.117
Fly_ID_9674	0.251	0.230	0.173	0.238	0.110	0.095
Fly_ID_9673	0.354	0.272	0.181	0.176	0.084	0.132
Fly_ID_9672	0.364	0.275	0.211	0.174	0.150	0.097
Fly_ID_9671	0.330	0.285	0.175	0.102	0.141	0.144
Fly_ID_9670	0.290	0.176	0.241	0.218	0.187	0.101
Fly_ID_967	0.325	0.206	0.220	0.173	0.087	0.150
Fly_ID_9669	0.272	0.215	0.228	0.156	0.137	0.108
Fly_ID_9668	0.201	0.220	0.185	0.237	0.121	0.108
Fly_ID_9667	0.339	0.277	0.216	0.161	0.175	0.094
Fly_ID_9666	0.294	0.206	0.210	0.124	0.102	0.105
Fly_ID_9665	0.370	0.152	0.155	0.225	0.109	0.112
Fly_ID_9664	0.315	0.198	0.239	0.172	0.091	0.094
Fly_ID_9663	0.314	0.227	0.189	0.228	0.081	0.146
Fly_ID_9662	0.202	0.234	0.220	0.232	0.160	0.135
Fly_ID_9661	0.393	0.281	0.150	0.226	0.145	0.149
Fly_ID_9660	0.265	0.240	0.220	0.219	0.139	0.117
Fly_ID_966	0.264	0.218	0.168	0.133	0.082	0.098
Fly_ID_9659	0.375	0.184	0.226	0.116	0.102	0.110
Fly_ID_9658	0.364	0.221	0.192	0.114	0.096	0.088
Fly_ID_9657	0.244	0.182	0.183	0.217	0.186	0.121
Fly_ID_9656	0.344	0.232	0.192	0.167	0.150	0.139
Fly_ID_9655	0.394	0.298	0.218	0.230	0.198	0.131
Fly_ID_9654	0.239	0.259	0.190	0.130	0.119	0.141
Fly_ID_9653	0.291	0.253	0.245	0.105	0.179	0.126
Fly_ID_9652	0.296	0.269	0.203	0.107	0.107	0.128
Fly_ID_9651	0.206	0.294	0.217	0.113	0.138	0.140
Fly_ID_9650	0.355	0.167	0.155	0.200	0.089	0.150
Fly_ID_965	0.226	0.270	0.192	0.121	0.090	0.128
Fly_ID_9649	0.227	0.166	0.234	0.229	0.194	0.130
Fly_ID_9648	0.359	0.208	0.151	0.166	0.128	0.100
Fly_ID_9647	0.243	0.174	0.216	0.146	0.121	0.081
Fly_ID_9646	0.333	0.178	0.248	0.132	0.152	0.109
Fly_ID_9645	0.377	0.283	0.190	0.228	0.183	0.119
Fly_ID_9644	0.310	0.287	0.202	0.180	0.159	0.128
Fly_ID_9643	0.343	0.238	0.199	0.235	0.119	0.140
Fly_ID_9642	0.262	0.201	0.171	0.117	0.115	0.120
Fly_ID_9641	0.215	0.158	0.246	0.136	0.130	0.091
Fly_ID_9640	0.318	0.226	0.195	0.209	0.174	0.136
Fly_ID_964	0.294	0.213	0.187	0.197	0.086	0.097
Fly_ID_9639	0.209	0.245	0.184	0.161	0.159	0.103
Fly_ID_9638	0.327	0.161	0.222	0.172	0.176	0.102
Fly_ID_9637	0.214	0.168	0.191	0.189	0.164	0.124
Fly_ID_9636	0.347	0.264	0.248	0.226	0.147	0.141
Fly_ID_9635	0.317	0.278	0.172	0.144	0.174	0.146
Fly_ID_9634	0.370	0.158	0.176	0.161	0.156	0.110
Fly_ID_9633	0.332	0.246	0.153	0.227	0.144	0.117
Fly_ID_9632	0.215	0.263	0.233	0.220	0.178	0.147
Fly_ID_9631	0.390	0.212	0.154	0.245	0.169	0.114
Fly_ID_9630	0.286	0.262	0.159	0.152	0.199	0.142
Fly_ID_963	0.214	0.165	0.200	0.151	0.084	0.142
Fly_ID_9629	0.257	0.155	0.200	0.115	0.105	0.100
Fly_ID_9628	0.231	0.242	0.164	0.111	0.147	0.082
